case,level,agl_median_m,agl_min_m,agl_max_m,speed_mean,speed_p95,speed_max,w_abs_p99,w_abs_max,w_grid_abs_p99,w_grid_abs_max
v1_auto1_n60_top12_s26,22,1592.3011474609375,962.3564453125,2174.5841064453125,3.9272565841674805,6.6118292808532715,8.797987937927246,0.5945404171943665,3.937856912612915,1.2907549142837524,5.849522113800049
v1_auto1_n60_top12_s26,23,1718.3846435546875,1047.008056640625,2337.5218505859375,4.129587173461914,6.970457077026367,8.96908187866211,0.5384787917137146,4.043787956237793,1.2169628143310547,5.894020080566406
v1_auto1_n60_top12_s26,24,1849.244873046875,1138.234130859375,2503.8677978515625,4.312840938568115,7.2892231941223145,9.119114875793457,0.4986271560192108,4.137950420379639,1.1364246606826782,5.918103218078613
v1_auto1_n60_top12_s26,25,1985.0546875,1236.403076171875,2673.4544677734375,4.451783657073975,7.548597812652588,9.168742179870605,0.4719976782798767,4.226305961608887,1.0421961545944214,5.926607608795166
v1_auto1_n60_top12_s26,26,2126.734375,1341.838623046875,2846.1658935546875,4.521378517150879,7.722558498382568,9.089058876037598,0.4436933100223541,4.3016557693481445,0.9376839399337769,5.905887603759766
v1_auto1_n60_top12_s26,27,2274.0150146484375,1454.818603515625,3021.9403076171875,4.489920616149902,7.690672397613525,8.988260269165039,0.41274741291999817,4.346059322357178,0.8308045864105225,5.827193260192871
v1_auto1_n60_top12_s26,28,2426.511962890625,1575.570556640625,3200.7720947265625,4.4012556076049805,7.494713306427002,8.753175735473633,0.39731645584106445,4.425595760345459,0.728244423866272,5.73690128326416
v1_auto1_n60_top12_s26,29,2584.472900390625,1704.272216796875,3382.7066650390625,4.304601192474365,7.207719326019287,8.331587791442871,0.3915365934371948,4.500095844268799,0.6335683465003967,5.724381446838379
v1_auto1_n60_top12_s26,30,2748.37060546875,1841.053955078125,3567.8416748046875,4.211191654205322,6.808461666107178,7.806367874145508,0.382276326417923,4.504193305969238,0.5607972145080566,5.633002758026123
v1_auto1_n60_top12_s26,31,2918.075439453125,1986.002685546875,3756.3211669921875,4.060321807861328,6.415304183959961,7.1806135177612305,0.3609078526496887,4.4388203620910645,0.5019070506095886,5.4225664138793945
v1_auto1_n60_top12_s26,32,3093.411865234375,2139.162353515625,3949.9267578125,3.8823883533477783,5.861055374145508,6.714924335479736,0.3394787907600403,4.280742168426514,0.45357850193977356,5.079504013061523
v1_auto1_n60_top12_s26,33,3275.189208984375,2300.543701171875,4147.412109375,3.7880289554595947,5.427045822143555,6.143740177154541,0.3061535358428955,4.001639366149902,0.4032159447669983,4.650188446044922
v1_auto1_n60_top12_s26,34,3462.2415771484375,2470.128173828125,4348.99560546875,3.7923784255981445,5.966004371643066,6.917316913604736,0.28300371766090393,3.662388563156128,0.3664528727531433,4.757275104522705
v1_auto1_n60_top12_s26,35,3656.2037353515625,2647.874267578125,4554.92626953125,3.9361202716827393,7.140252113342285,8.118464469909668,0.27807655930519104,4.153489112854004,0.358318954706192,5.320851802825928
v1_auto1_n60_top12_s26,36,3856.19482421875,2833.66064453125,4765.46484375,4.1121296882629395,7.670630931854248,8.392294883728027,0.27192002534866333,4.670175075531006,0.36225950717926025,5.910122871398926
v1_auto1_n60_top12_s26,37,4062.3060302734375,3027.3662109375,4980.8740234375,4.286046504974365,7.933167457580566,8.916667938232422,0.2779502272605896,5.189107418060303,0.35545074939727783,6.462983131408691
v1_auto1_n60_top12_s26,38,4275.7496337890625,3229.02587890625,5201.41796875,4.599842071533203,8.944099426269531,10.337225914001465,0.27634137868881226,5.662984371185303,0.3520342707633972,6.929741859436035
v1_auto1_n60_top12_s26,39,4494.8717041015625,3438.56298828125,5427.35107421875,5.091383934020996,9.992452621459961,11.291386604309082,0.27033111453056335,6.061473846435547,0.3373784124851227,7.293169021606445
v1_auto1_n60_top12_s26,40,4720.912353515625,3655.90478515625,5658.91796875,5.455621719360352,10.375014305114746,11.00973892211914,0.2736768126487732,6.337697982788086,0.3410845696926117,7.4662275314331055
