case,label,nt,nz,z_top_median_m,agl_top_median_m,n_median_levels_below_200m_agl,n_median_levels_below_1000m_agl,min_temperature_K,top_density_mean_kgm3,top_level_w_max,top_level_w_p99,top_level_w_grid_max,top_level_w_grid_p99,upper5_w_max,upper5_w_p99,upper5_w_grid_max,upper5_w_grid_p99,w_max_level,w_max_time,w_max_agl_m,w_max_topo_m,w_grid_max_level,w_grid_max_time,w_grid_max_agl_m,w_argmax_dominant_level,w_argmax_dominant_cell_fraction,w_mean,w_p95,w_p99,w_p999,w_max,w_grid_mean,w_grid_p95,w_grid_p99,w_grid_p999,w_grid_max
none_20km,"wind=none, 20 km lid",25,40,19642.6953125,18154.056640625,1,3,207.033935546875,0.09999801218509674,40.43117904663086,13.487820625305176,41.62666702270508,13.850933074951172,40.43117904663086,11.746825218200684,41.972232818603516,12.921642303466797,39,2026-07-11 17:00:00.432013,18490.052001953125,1144.957763671875,38,2026-07-11 17:00:00.432013,17768.626220703125,39,1.0,1.0582506656646729,3.7517967224121094,6.934177398681641,12.690072059631348,40.43117904663086,1.355224847793579,4.304603099822998,7.705020904541016,13.945987701416016,41.972232818603516
var_no_sx_20km,"variational solver, no Sx, 20 km lid",25,40,19642.6953125,18154.056640625,1,3,211.8478240966797,0.09992063790559769,1.462492823600769,0.16265931725502014,1.498847246170044,0.1645522564649582,1.462492823600769,0.14584587514400482,1.5905007123947144,0.3462715446949005,14,2026-07-11 14:00:00.432013,4747.2978515625,1738.962890625,13,2026-07-11 14:00:00.432013,4369.17724609375,0,0.2680993750952599,0.08378985524177551,0.2655450999736786,0.5609779357910156,1.3693110942840576,6.260688304901123,0.5233968496322632,1.6244137287139893,2.473313093185425,3.5810351371765137,6.849704265594482
var_sx_20km,"variational solver, Sx, 20 km lid",25,40,19642.6953125,18154.056640625,1,3,211.8463897705078,0.0999191477894783,1.5175056457519531,0.16119594871997833,1.5548967123031616,0.16376250982284546,1.5175056457519531,0.1453462392091751,1.651528000831604,0.3435969650745392,14,2026-07-11 14:00:00.432013,4747.2978515625,1738.962890625,13,2026-07-11 14:00:00.432013,4369.17724609375,1,0.24798049077884468,0.08218611776828766,0.25784778594970703,0.5322661399841309,1.3312996625900269,6.245467662811279,0.5187209844589233,1.606703519821167,2.4406163692474365,3.5228025913238525,6.836367130279541
var_sx_top12km,"variational solver, Sx, 12 km lid",25,40,11798.9326171875,10310.2939453125,1,6,218.56488037109375,0.3397279977798462,0.43764570355415344,0.0841059461236,0.4514382779598236,0.052428048104047775,0.6511290073394775,0.26052847504615784,1.6401928663253784,0.6942178606987,22,2026-07-11 14:00:00.432013,4603.0634765625,1738.962890625,22,2026-07-11 14:00:00.432013,4603.0634765625,1,0.21658283798201494,0.0896921306848526,0.28933945298194885,0.6425140500068665,1.6186084747314453,6.343953609466553,0.43900343775749207,1.360162377357483,2.1602377891540527,3.2364490032196045,7.5326642990112305
